Ref. Charge Code,Category,NCIC Category,Long Description,
575.100-001Y197550,Judicial Offense,50,TAMP PHYS EVDN-FLNY CHRG,
575.100-002Y197550,Judicial Offense,50,TAMP PHYS EVIDENCE,
575.110-001Y197550,Judicial Offense,50,TAMP WITH PUBLIC RECORD,
575.200-999Y190050,Judicial Offense,50,FLSE IMP LAW ENF OFFR,
575.120-001Y198550,Judicial Offense,50,FLSE IMP LAW ENF OFFR,
575.120-999N197550,Judicial Offense,50,FALSE IMPERSONATION,
575.120-002Y201050,Judicial Offense,50,FALSE IMPERSONATION,
575.130-999N197550,Judicial Offense,50,SIMULATING LEGAL PROCESS,
575.130-001Y201050,Judicial Offense,50,SIMULATING LEGAL PROCESS,
575.130-998N199650,Judicial Offense,50,FILE NONCONS CM LAW LIEN,
575.130-002Y201050,Judicial Offense,50,FILE NONCONS CM LAW LIEN,
575.160-999N197550,Judicial Offense,50,INTERFC WITH LEG PROCESS,
575.160-001Y201050,Judicial Offense,50,INTERFC WITH LEGAL PROCESS,
455.085-001Y200950,Judicial Offense,50,VIOL ORDR PROTECTN ADULT-2ND OFNS,
455.085-002Y200950,Judicial Offense,50,VIOL ORDER PROTECTION FOR ADULT,
455.538-001Y201150,Judicial Offense,50,VIOL CHLD PROTCN ORD-2D/SUB OFF,
455.538-002Y200950,Judicial Offense,50,VIOL CHILD PROTCTN ORDR-1ST OFF,
575.170-001N197550,Judicial Offense,50,REF MAK EMP AVL SER PROC,
82.817-001N199050,Judicial Offense,50,VIOL PROCESS SERV-AGENT-ST LOUIS,
575.180-001Y197550,Judicial Offense,50,FAIL TO EXEC WARRANT,
575.180-002Y197550,Judicial Offense,50,FAIL TO EXEC WARRANT,
575.250-001Y197550,Judicial Offense,50,DIST JUD PROCEEDING,
565.092-999Y199750,Judicial Offense,50,TAMP W EMP-EXPEL FLUIDS,
565.084-001Y199750,Judicial Offense,50,TAMPER W JUDICIAL OFFICR,
575.260-001Y197550,Judicial Offense,50,TAMP JUDL PROCEEDING,
575.180-999Y190050,Judicial Offense,50,FAIL TO EXECUTE WARRANT,
575.270-001Y197950,Judicial Offense,50,TAMP/ATTEMPT-VICTIM-FELONY PROSEC,
575.270-999Y197529,Property Damage,29,TAMPERING WITH A WITNESS IN A FELONY PROSECUTION,
575.270-002Y197550,Judicial Offense,50,TAMP/ATTEMPT WITNS-TESTIFY FLSLY,
575.280-001Y197550,Judicial Offense,50,ACCED TO CORR-JURY,
575.280-002Y197550,Judicial Offense,50,ACCED CORR - WITNESS,
575.280-003Y197550,Judicial Offense,50,ACCEDING TO CORRUPTION,
21.360-001Y197550,Judicial Offense,50,RECORD VOTE-HS OF REP-OTHR MBR,
575.290-999N197550,Judicial Offense,50,IMPROPER COMMUNICATION,
575.290-001Y201050,Judicial Offense,50,IMPROPER COMMUNICATION,
575.300-001Y197550,Judicial Offense,50,MISCONDUCT BY JUROR,
575.310-999N197550,Judicial Offense,50,MISCOND-SEL OR SUMNG JRR,
575.310-001Y201050,Judicial Offense,50,MISCOND-SELECT OR SUMMON JUROR,
575.320-001Y197950,Judicial Offense,50,MISCOND IN ADMN OF JUST,
217.120-999Y199751,Bribery,51,DOC EMP RECV ITEM-PROCURE PRDN/PAR,
217.120-998Y199750,Judicial Offense,50,DOC EMPL REC ANYTHING UNAUTHORIZED,
576.010-999Y197551,Bribery,51,BRIBERY OF PUB SERVANT,
590.110-999Y197550,Judicial Offense,50,PEACE OFF-NOT CERTIFIED,
590.195-001N200150,Judicial Offense,50,PEACE OFF-NOT LICENSED,
590.195-002N200150,Judicial Offense,50,GRANTS COMM AS PEACE OFFICER,
576.020-999Y197551,Bribery,51,ACCED CORR BY PUB SERVT,
590.195-003N200150,Judicial Offense,50,VIOL PROV RE PEACE OFFICER,
407.095-001Y200950,Judicial Offense,50,VIOL ORDR PROHIB UNLAWFL MERCH PRAC,
409.109-001Y200450,Judicial Offense,50,VIOL SECT 409.108-REG INVST/PROC,
576.030-999N197550,Judicial Offense,50,OBST GOVNT OPERATION,
576.030-001Y201050,Judicial Offense,50,OBSTRUCT-GOVERNMENT OPERATION,
576.040-001Y197550,Judicial Offense,50,OFFL MISCOND-PUB SERVT,
483.165-001N198950,Judicial Offense,50,COURT CLERK ACT UNLAWFUL,
59.660-001N195750,Judicial Offense,50,NEGLECT DUTIES OF RECRDR,
576.040-999Y197551,Bribery,51,MISUSE INFO BY PUB  SERVT,
476.055-001Y199450,Judicial Offense,50,USE CLOSD JUD REC--MONEY,
476.055-002N199450,Judicial Offense,50,RELS INFO-CLOSD JUDI REC,
544.665-999Y197550,Judicial Offense,50,FAIL TO APPEAR ON FELONY,
544.665-001Y200950,Judicial Offense,50,FAILURE TO APPEAR - FELONY,
544.665-998Y197550,Judicial Offense,50,FAIL TO APPEAR ON MISD/ORD,
544.665-002Y200950,Judicial Offense,50,FAILURE TO APPEAR - MISDEMEANOR,
544.665-997N190050,Judicial Offense,50,FAIL TO APPEAR ON ORD,
544.665-003N200950,Judicial Offense,50,FAILURE TO APPEAR - INFR/ORD,
559.036-001Y197550,Judicial Offense,50,PROBATION VIOLATION,
544.665-996Y197250,Judicial Offense,50,FAILURE TO APPEAR MISDEMEANOR RETIRED,
544.665-995N197250,Judicial Offense,50,FAILURE TO APPEAR ORDINANCE - RETIRED,
217.692-001Y200750,Judicial Offense,50,PERJURY TO PROB & PAROLE BRD,
217.720-001Y198950,Judicial Offense,50,PAROLE VIOLATION,
217.720-002Y198950,Judicial Offense,50,PROB/PAROLE VIOLATION,
575.205-001Y200550,Judicial Offense,50,TAMPR W/ELECTRONIC MONITOR EQUIPMNT,
559.036-999N190050,Judicial Offense,50,PROBATION VIOLATION,
549.265-999Y190050,Judicial Offense,50,PAROLE VIOLATION,
549.265-998Y190050,Judicial Offense,50,PAR VIOL FROM STATE INST,
549.261-999Y190050,Judicial Offense,50,PAROLE VIOL-ST INST,
560.031-999Y190050,Judicial Offense,50,DEFAULT PAYMENT OF FINE,
560.031-001N197550,Judicial Offense,50,DEFAULT PAYMENT OF FINE,
217.542-999Y199150,Judicial Offense,50,FAIL RETURN HOUSE ARREST,
575.206-001Y200550,Judicial Offense,50,VIOL CONDITION/LIFETIME SUPERVISION,
217.543-999Y199150,Judicial Offense,50,ESC CUSTODY/HOUSE ARST-ST LOU CITY,
476.110-001Y197550,Judicial Offense,50,CRIM CONTEMPT COURT,
486.370-001N197550,Judicial Offense,50,MISCONDUCT OF NOTORY,
484.020-001N198250,Judicial Offense,50,PRACTICING LAW W/OUT LIC,
540.120-999N198650,Judicial Offense,50,VIO GRAND JURY OATH,
540.120-001N198950,Judicial Offense,50,VIOLATION OF GRAND JURY OATH,
313.550-001N198650,Judicial Offense,50,VIOL SUBPOENA ORDER,
313.550-002Y198650,Judicial Offense,50,TESTIFY FALSE UNDER OATH,
513.607-001N200150,Judicial Offense,50,FAIL PROP SEIZ REPT REQ,
513.653-001N200150,Judicial Offense,50,FAIL PROP SEIZ REPRTING REQ,
544.170-001N200150,Judicial Offense,50,VIOL RE REL PRISONER,
577.051-001N200350,Judicial Offense,50,REFUSE FURNISH ALCOHOL/DRUG RELAT RECORDS-HWY PATROL/DOR,
221.040-001N197950,Judicial Offense,50,SHF/JLR REFUS REC PRISNR FRM OFFICER,
221.510-001Y200150,Judicial Offense,50,NO WARR CK-REL PRISONER,
576.070-001Y197501,Treason,1,TREASON,
542.402-999Y198901,Treason,1,VIO WIRE TAPPING LAW,
542.410-999Y198901,Treason,1,VIO WIRE TAPPING LAW,
610.120-999Y197953,Peace Disturbance,53,PROMPT CIV DISOR-1ST,
571.015-001Y197552,Weapons,52,ARMED CRIMINAL ACTION,
557.035-005Y199952,Weapons,52,WEAP USE DISCRIMINATION,
577.068-001Y199952,Weapons,52,LEAVE SC SHOOTING PRIOR OF,
577.068-002Y199952,Weapons,52,LEAVE SC SHOOTING-1ST OFF,
571.030-999Y195052,Weapons,52,UNLAWFUL USE OF WEAPON,
571.030-998Y197552,Weapons,52,UNLAWFUL USE OF WEAPON,
571.030-997N199552,Weapons,52,UNLAWFUL USE OF WEAPON,
571.030-996Y201052,Weapons,52,"UNLAWFUL USE OF WEAPON-SUBS 6,7,8",
571.060-001Y197552,Weapons,52,UNLAWFUL TRANSFER WEAPON,
571.030-995Y195052,Weapons,52,UUW CARRY CONCEALED,
571.060-002Y197552,Weapons,52,UNLAWFUL TRANSFER WEAPON,
571.030-994Y190052,Weapons,52,UUW FLOURISHING WEAPON,
571.030-993Y195052,Weapons,52,UUW FLOURISHIHG WEAPON,
571.014-001Y200852,Weapons,52,REFUSAL TO TRANSFER WEAPON,
571.063-001Y201152,Weapons,52,FRAUDLNT PURCHASE OF A FIREARM,
571.080-999Y197552,Weapons,52,UNLAWFUL TRANS CONC WEAP,
571.070-001Y200852,Weapons,52,POSSESSION OF FIREARM,
571.070-999Y197552,Weapons,52,UNLWFL POSS CONC FIREARM,
571.020-999Y200252,Weapons,52,"KNWNGLY POSS EXPLOS,INCEND DEV",
571.020-001Y197552,Weapons,52,POSS/MFGR/SELL ILL WEAP,
571.070-998Y197952,Weapons,52,UUW FELON/FUG/IMP INCO,
571.020-998Y190052,Weapons,52,POS/MFGR/ILLEGAL WEAPONS,
571.020-002Y197552,Weapons,52,POSS/MFGR/SELL ILL WEAP,
571.045-001Y197552,Weapons,52,DEFACING FIREARM,
571.050-999N197552,Weapons,52,POSS DEFACED FIREARM,
571.050-001Y201052,Weapons,52,POSSESSION OF A DEFACED FIREARM,
571.090-999Y197552,Weapons,52,IMP APP OR USE PERMIT,
571.090-998Y198952,Weapons,52,IMP USE FIREARMS PERMIT,
571.121-001N200352,Weapons,52,FAIL CARRY WPN PRMT/DISPLY TO LEO,
571.030-992Y200052,Weapons,52,LOADED FIREARM IN SCHOOL,
571.030-991Y200052,Weapons,52,UNLOADED FIREARM-SCHOOL,
578.305-996Y197552,Weapons,52,POSS/CONC DDW ON BUS,
571.072-001Y200852,Weapons,52,POSSESSION OF EXPLOSIVE WEAPON,
578.310-001Y198252,Weapons,52,PLACE BOMB AT/NR BUS/TER,
389.653-001Y199652,Weapons,52,DISC FIREARM RR EQUIP,
571.030-001Y200352,Weapons,52,SHOOT FIREARM AT MV/PERS/BLDG-PERSISTENT,
571.030-002Y200352,Weapons,52,SHOOT FIREARM AT MV/PERS/BLDG-PRIOR,
578.310-002Y198252,Weapons,52,DISCH FIREARM INTO BUS,
571.030-990Y199552,Weapons,52,FIRE WEAPON-MV-INJ/DEATH,
571.030-989Y199552,Weapons,52,SHOOT AT OR FROM MTR VEH-1ST OFNS,
571.030-003Y199552,Weapons,52,AID/ABET DISC FIRARM INJ,
571.030-004Y199552,Weapons,52,AID/ABET DISC FIRARM-VEH-1ST OFNS,
571.030-005Y200352,Weapons,52,AID/ABET DISC FIREARM-VEH-PERSISTENT,
571.030-006Y200352,Weapons,52,AID/ABET/DISC FIREARM-MV-PRIOR OFNDR,
578.310-003Y198252,Weapons,52,THREAT PLACE BOMB AT BUS,
571.030-988Y200352,Weapons,52,POSS/DISCH LOADED FIREARM W INTOX,
571.030-987Y201052,Weapons,52,POSS/DISCH LOADED FIREARM WHILE INTOX,
571.030-986Y200352,Weapons,52,POSSESS UNLOADED FIREARM W INTOXICATED,
571.030-985Y201052,Weapons,52,POSS UNLOADED FIREARM W INTOXICA,
578.305-004Y198252,Weapons,52,POSS/CONCEL DNGR/DDLY WPN ON BUS,
578.320-001Y198252,Weapons,52,POSS WEAPON/BOMB BUS/TER,
571.030-007Y201452,Weapons,52,UNLAWFUL USE OF WEAPON - SUBSECTION 1 - CARRIES CONCEALED,
571.030-008Y201452,Weapons,52,UNLAWFUL USE OF WEAPON - SUBSECTION 2 - SPRING GUN,
571.030-009Y201452,Weapons,52,"UNLAWFUL USE OF WEAPON - SUBSECTION 3 - DISCHARGE INTO HOME, MV OR OTHER TRANSPO",
571.030-010Y201452,Weapons,52,UNLAWFUL USE OF WEAPON - SUBSECTION 4 - EXHIBITING,
571.030-011Y201452,Weapons,52,UNLAWFUL USE OF WEAPON - SUBSECTION 5 - WHILE INTOXICATED - LOADED WEAPON,
571.030-012Y201452,Weapons,52,"UNLAWFUL USE OF WEAPON - SUBSECT 6 - DISCHARGE INTO SCHOOL, COURTHOUSE OR CHURCH",
571.030-013Y201452,Weapons,52,UNLAWFUL USE OF WEAPON - SUBSECTION 7 - DISCHARGE ALONG HWY OR INTO OUTBUILDING,
571.030-014Y201452,Weapons,52,"UNLAWFUL USE OF WEAPON - SUBSECT 8 - CARRY IN CHURCH, ELECTION PRECINCT, GOV BLD",
571.030-015Y201452,Weapons,52,"UNLAW USE WEAPON - SUBSECT 9 - SHOOT AT/FROM MV, AT PERSON, MV, BLDG - DEATH/INJ",
217.360-999Y198252,Weapons,52,WEAPON ON CORRECT FAC,
217.360-001Y200352,Weapons,52,"DEL/POSS WEAPON-CORR FAC, CITY/COUNTY JAIL,PRIV PRSN/JAIL",
571.101-001Y200352,Weapons,52,DISCLOSE PROTECTED INFORMATION-CONCEALED CARRY PERMIT,
571.030-016Y201452,Weapons,52,UNLAWFUL USE OF WEAPON - SUBSECTION 5 - WHILE INTOXICATED - UNLOADED WEAPON,
571.030-017Y201452,Weapons,52,"UNLAWFL USE OF WEAPN SUBSECT 10-CARRY LOADED WEAPN IN SCHL BUS, PREMISES, FUNCTN",
571.030-018Y201452,Weapons,52,"UNLWFL USE WEAPN-SUBSEC 10-CARRY UNLOADED WEAPN IN SCHOOL, BUS, PREMISE. FNCTION",
571.030-019Y201452,Weapons,52,UNLAWFUL USE OF WEAPON - SUBSECT 11 - POSSESS WEAPN AND FELONY CONTROL SUBSTNC,
571.030-020Y201452,Weapons,52,"UNLAWFUL USE OF WEAPON - SUBSECTION 9 - SHOOT AT/FROM MV, AT PERSON, MV, BLDG",
211.110-999Y198652,Weapons,52,ILL WEAPON IN CORR FAC,
590.207-001N201452,Weapons,52,"SRO, UNDER 160.665, FAILS TO MAINTAIN FIREARM CONTROL ON SCHOOL PROPERTY",
221.111-001Y198652,Weapons,52,DELIVER OR POSSESS WEAPON AT COUNTY/PRIVATE JAIL/CORR CNTR,
571.107-001Y201052,Weapons,52,CCW-FAIL LEAVE-ASKED BY PO-3RD OFNS,
571.107-999N200352,Weapons,52,CCW-FAIL LEAVE-ASK BY P O-3RD OFNS,
571.107-002N200352,Weapons,52,CCW-FAIL LEAVE-ASK BY PO-2ND OFNS,
571.107-003N200352,Weapons,52,CCW-FAIL LEAVE-ASK BY PO-1ST OFNS,
571.150-001Y198652,Weapons,52,POSS WEAPON IN CRIM ACT,
195.020-999Y190035,Drugs,35,DRUG VIOLATION,
195.020-998Y195035,Drugs,35,DRUG VIOLATION,
195.020-997Y190035,Drugs,35,DRUG VIO - MANUFACTURE,
195.020-996Y190035,Drugs,35,DRUG VIO - POSSESSION,
195.020-995N190035,Drugs,35,DRUG VIO - POSSESSION,
195.020-994Y190035,Drugs,35,DRUG VIO-HAVE U/CONTROL,
195.020-993Y190035,Drugs,35,DRUG VIOLATION - SELL,
195.020-992Y197535,Drugs,35,DRUG VIOLATION - SELL,
195.020-991Y190035,Drugs,35,DRUG VIO - PRESCRIBE,
195.020-990Y190035,Drugs,35,DRUG VIO - ADMINISTER,
195.020-989Y190035,Drugs,35,DRUG VIO - DISPENSE,
195.020-988Y190035,Drugs,35,DRUG VIO - DISTRIBUTE,
195.020-987Y197535,Drugs,35,DRUG VIO - DISTRIBUTE,
195.020-986Y190035,Drugs,35,DRUG VIO - COMPOUND,
195.025-999Y190035,Drugs,35,DRUG VIO - UNATH TRANSP,
195.030-999Y190035,Drugs,35,DRUG VIO-NO REGISTRATION,
195.030-998Y190035,Drugs,35,DRUG VIO - CULT/GROW/MIX,
195.050-999Y190035,Drugs,35,DRUG VIO-FAIL KEEP RECDS,
195.060-999Y190035,Drugs,35,DRUG VIO-DEL W/O PRESCPT,
195.060-998Y197535,Drugs,35,DRUG VIO-ADVERT/PROMOTE,
195.060-997Y190035,Drugs,35,DRUG VIO-DEL SCRIPT/MAIL,
195.070-999Y190035,Drugs,35,DRUG VIO-UNLAW PRESCRIPT,
195.100-999Y190035,Drugs,35,DRUG VIO-IMPROP NO/LABEL,
195.110-999Y190035,Drugs,35,DRUG VIO-N/ORIG CONTAIN,
195.130-999Y190035,Drugs,35,DRUG VIO-MAIN COM NUISAN,
195.130-001Y198935,Drugs,35,KEEP MAINT PUB NUISANCE,
195.170-999Y190035,Drugs,35,DRUG VIO-OBTAIN BY FRAUD,
195.020-985Y197935,Drugs,35,VMCSL ADVERTISE DRUG PARA,
195.020-984Y190035,Drugs,35,VMCSL DEL/MFG DRUG PARA,
195.170-998Y198635,Drugs,35,DRUGS ILLEGALLY OBTAIN,
195.250-999Y190035,Drugs,35,DRUG VIO-OBT FRAUD-FORG,
195.020-983Y190035,Drugs,35,VMCSL DEL/MFG IMITAT C/S,
195.020-982Y197535,Drugs,35,DELIVER/MFG DRUG PARAPHE,
195.020-981N195035,Drugs,35,POSS/ADV DRUG PARAPHERNA,
195.020-980Y197535,Drugs,35,DELIVER/MFG IMIT DRUG,
195.020-979N197535,Drugs,35,POSS/ADVERTISE IMIT DRUG,
217.360-998Y198235,Drugs,35,CONTROL SUB/CORRECT FAC,
217.360-002Y200335,Drugs,35,"DEL/POSS CONTR SUBS-CORR FAC, CITY/COUNTY JAIL, PRIV JAIL",
221.111-999Y198635,Drugs,35,DRUGS ILLEGALLY IN JAIL,
221.111-002Y198635,Drugs,35,CONT SUB CO/PRIV JAIL W/O PRESCRPT,
217.360-997Y197535,Drugs,35,POSSESS ALC-CORRECT FAC,
195.240-999Y190035,Drugs,35,DRUG VIO SCHD 3-4-5 POSS,
195.240-998Y197935,Drugs,35,DRUG VIO SCHD 3-4-5 POSS,
195.240-997Y190035,Drugs,35,DRUG VIO SCHD 3-4-5 SELL,
195.240-996Y197935,Drugs,35,DRUG VIO SCHD 3-4-5 SELL,
195.240-995Y190035,Drugs,35,DRUG VIO SCHD 3-4-5 DIST,
195.240-994Y197935,Drugs,35,DRUG VIO SCHD 3-4-5 DIST,
195.240-993Y190035,Drugs,35,DRUG VIO SCHD 3-4-5 TRNS,
195.240-992Y197935,Drugs,35,DRUG VIO SCHD 3-4-5 TRNS,
195.202-999Y198935,Drugs,35,POSS C/S PERSISTENT OFFE,
195.202-998Y198935,Drugs,35,POSSESS C/S PRIOR OFFEND,
195.202-001Y198935,Drugs,35,POSS CONTROLLED SUBSTANCE-FELONY,
195.202-002Y201035,Drugs,35,POSS CNTRL SUB EXCPT 35G>CANBNOID,
195.202-997Y198935,Drugs,35,POSS UP TO 35 GRMS MARIJUANA,
195.202-003Y200935,Drugs,35,MISD-POSS UP TO 35 GRAMS MARIJUANA,
195.202-004Y201035,Drugs,35,POSS UP TO 35 GRMS SYN CNNBNOID,
195.204-001Y198935,Drugs,35,FRAUD ATT OBTN CONTR SUB,
195.211-001Y200335,Drugs,35,MANUFACTURE CONTROLLED SUBSTANCE-IN RESIDENCE W CHILD/OR IN 2000' OFSCHOOL/BUS,
195.211-999Y198935,Drugs,35,DEL/MAN C/S PRIOR/PERSISTENT,
195.211-002Y198935,Drugs,35,DIST DEL MANUF CONTR SUB,
195.217-001Y200735,Drugs,35,DIST/DEL SPEC DRUG IN/NEAR PARK,
195.211-003Y198935,Drugs,35,DIST DEL/U/5 GRAMS MARIJ,
195.212-001Y198935,Drugs,35,DIST CONT SUB TO MINOR,
195.213-001Y198935,Drugs,35,PUR TRAN CONT SUB MINOR,
195.219-001Y199835,Drugs,35,ENDANGR PROP SER PHYS INJ,
195.219-002Y199835,Drugs,35,ENDANGR PROP - PHYSICAL INJURY,
195.219-003Y199835,Drugs,35,UNLAWFUL ENDANGER PROPERTY,
195.214-001Y198935,Drugs,35,DIST CNT SUB NEAR SCHOOL,
195.218-001Y199335,Drugs,35,DIST CONT SUBS-GOV HOUSE,
195.226-001Y199835,Drugs,35,PROV MATRLS-ILL PROD C/S,
195.222-001Y198935,Drugs,35,DRUG TRAF/ATMPT-1ST DEG>STAT AMT,
195.222-002Y198935,Drugs,35,TRAFFIC IN DRUGS/ATTEMPT-1ST DEGREE,
195.222-003Y200135,Drugs,35,DRUG TRAF/ATTEMPT-SCHOOLS/HOUSING,
195.223-001Y198935,Drugs,35,TRAFFIC IN DRUG/ATTEMPT-2ND DEGREE,
195.222-004Y200135,Drugs,35,DRUG TRAF/ATTEMPT-1ST DEG-W/I MV,
195.223-002Y198935,Drugs,35,TRAF DRG/ATMP TRAF 2ND EXCT/METH,
195.223-003Y198935,Drugs,35,TRAFFIC IN DRUG/ATTEMPT-2ND DEGREE,
195.233-001Y200935,Drugs,35,UNLAWFUL USE DRUG PARAPHERNALIA,
195.233-999Y198935,Drugs,35,POSSES DRUG PARAPHERNALI,
195.233-002Y199835,Drugs,35,DRUG PARAPH AMPHET/METH,
195.235-001Y198935,Drugs,35,DELIVER DRUG PARAPHERNAL,
195.241-001Y198935,Drugs,35,POSS IMIT CONTROL DRUGS,
195.242-001Y198935,Drugs,35,DEL MANUF CONT IMIT DRUG,
195.244-001Y201035,Drugs,35,PROMOT SALE PARA/IMIT CONT SUBS,
195.244-999N198935,Drugs,35,ADV PROMOT PARA/CONT SUB,
195.246-001Y199635,Drugs,35,POSS EPHEDRINE-MAN METHA,
570.030-989Y198735,Drugs,35,APPRATE 150 MAKE AM/METH,
195.248-001Y199635,Drugs,35,SELL PROD W EPH-UNAPPRD,
570.030-988Y200235,Drugs,35,MATERIAL- <$500/INTENT/AMP/METH,
195.252-001Y198935,Drugs,35,DIST/DISP CONTRL SUB VIOL REGSTR REQURMNTS,
570.030-987Y200235,Drugs,35,APPR MATERIAL UNDER $500 W/INTENT TO MANUFACTURE METH,
570.030-986Y200435,Drugs,35,"APPROP MATERIAL <$500 W/INTENT TO MANF,",
570.030-985Y200535,Drugs,35,APPROP MATRL<$500 W/INTENT MANUF,
195.252-999N198935,Drugs,35,REFUSE/FAIL KEEP RECORDS,
195.252-002Y201035,Drugs,35,REFUSE/FAIL KEEP RECORDS-CONT SUB,
195.254-001Y198935,Drugs,35,DELIVER CONTROLLED SUB,
195.256-001Y198935,Drugs,35,IMPROPER LABEL CONT SUB,
195.400-001Y198935,Drugs,35,DRUG VIO FAIL SIGN RPT,
195.400-002Y198935,Drugs,35,DRUG VIO FAIL SIGN RPT,
195.405-999Y198935,Drugs,35,DRUG TRANSACTION W/O REG,
195.420-999Y198935,Drugs,35,POSS W/INTENT TO CREATE,
195.420-001Y199835,Drugs,35,CREATE/ALTER CHEM TO C/S,
195.515-001Y200135,Drugs,35,FAIL REPT SUS TRANS-METH,
338.315-999Y198935,Drugs,35,2ND PUR FRM UNLIC PERSON,
338.315-998N198935,Drugs,35,1ST PUR FRM UNLIC PERSON,
338.340-999Y198935,Drugs,35,DIST W/O WHOLESALE LIC,
338.333-999Y198935,Drugs,35,ACT AS DIST W/O LICENSE,
338.350-999Y198935,Drugs,35,ACT OUT-ST DIST W/O LIC,
338.337-999Y198935,Drugs,35,WH/SALE DRUGS W/O LICENSE,
338.360-999Y198935,Drugs,35,SELL/DIST DRUGS W/O LIC,
338.340-998Y198935,Drugs,35,SALE DRUGS W/O LICENSES,
195.417-999Y200135,Drugs,35,DEL OTC 4 METH PREC DRUG,
195.418-001Y200135,Drugs,35,SELL OV 3GM-METH PREC DRUG,
578.154-999Y200135,Drugs,35,POSS ANHY AMM-NONAPP CONT,
195.017-001Y200535,Drugs,35,DISP/SELL EPHEDRINE W/O PRESCRIPT,
195.017-002Y200535,Drugs,35,PHARM/INTERN/TECH-ELECTRONIC LOG,
195.417-001Y200535,Drugs,35,SELL/PROVD > 9GR DRUGS-30 DAYS,
195.417-002Y200535,Drugs,35,PURC/REC/ACQ > 9GM DRUGS-30 DAYS,
195.417-998Y200335,Drugs,35,"OTC SALE-OVR 2 PKG DRUG CONT SOLE ACT INGR-EPHEDRINE,ETC",
195.417-003Y200935,Drugs,35,PUR/RECV/ACQ DRUG W/I 24 HOURS,
195.017-003Y200535,Drugs,35,DISP/SELL/PURCH QUANT >SPECIFIED,
195.017-004Y200535,Drugs,35,FAIL LOC EPHEDRINE BHND PHRM CTR,
195.417-997Y200335,Drugs,35,OTC SALE-PKGS-OVER 6 GRAMS DRUG-SOLE ACT INGR-EPHEDRINE,
195.017-999Y200535,Drugs,35,FAIL RETRN EPHDRN PROD MNFR/DISTR,
195.417-996Y200535,Drugs,35,FAIL KEEP RCDS SALE EPHDRN/PSEUD,
195.417-004Y200535,Drugs,35,SELL DRUG EXC PHARM/TECH BHND CTR,
195.417-995Y200335,Drugs,35,OTC SALE OVR 3 PKGS DRUG-CONT ONE ACTV INGR-EPHEDRINE,
195.417-005Y200935,Drugs,35,SELL SM PERSN>3 6/10 DRG W/I 24HRS,
195.417-006Y200535,Drugs,35,FAIL LOC EPHDRN BEHIND PHARM CTR,
195.417-994Y200535,Drugs,35,FAIL RETRN EPHDRN PROD MNFR/DISTR,
195.417-993Y200335,Drugs,35,OTC SALE-PKGS CONT OVR 9 GR DRUG-1 ACT INGR-EPHEDRINE,
195.417-992Y200535,Drugs,35,PUR/REC > 9G CMPND/MIXTR-1 PURCH,
195.417-991Y200335,Drugs,35,FAIL TO DISPLAY ALL PKGS ANY DRUG W SOLE ACT INGR-EPHEDRINE,
577.075-999Y200335,Drugs,35,ALLOW RELEASE/ESCAPE-ANHYDROUS AMMONIA-DEATH/INJURY,
577.075-998Y200335,Drugs,35,PERSON NOT LAWFUL CONTROL ALLOW REL/ESC ANHYDROUS AMMONIA,
195.417-007Y200935,Drugs,35,PHR FAIL PROV SALE RPT TO DHSS,
311.290-001N197541,Liquor Laws,41,LIQ VIO-FAIL KEEP CLOSE,
311.290-002Y200541,Liquor Laws,41,AFTER HOURS/SUNDAY SALES OF LIQUOR - FAIL TO KEEP CLOSED PLACE,
311.320-999N190041,Liquor Laws,41,FALSIFY AGE/OBTAIN LIQ,
311.320-001N198941,Liquor Laws,41,GIVE FALS AGE WHEN U 21,
311.320-998N198941,Liquor Laws,41,USING ALTERED ID CARD,
311.060-001N198741,Liquor Laws,41,N REPT-EMPL-CONV FELON,
311.310-001N197541,Liquor Laws,41,SUPPLY LIQ MIN/INTOX PER,
311.310-002N200541,Liquor Laws,41,FAIL-STOP PERS<21 DRK/POS LIQ-2ND,
311.310-003N200541,Liquor Laws,41,FAIL-STOP PERS<21 DRK/POSS LIQUOR,
311.325-001N197541,Liquor Laws,41,MINR PUR/ATMP PUR/POSS LIQ-1ST,
311.325-002N201141,Liquor Laws,41,MINR POSS PUR/ATMP LIQ-2ND/SUB,
311.325-003N200541,Liquor Laws,41,MINR INTOX/BAC > .02%-1ST OFFENSE,
311.325-004N201141,Liquor Laws,41,MINR INTOX/BAC > .02% - 2ND/SUB,
312.407-999N197541,Liquor Laws,41,MINOR POSS/ATMPT PUR-NONINTOX BEER,
311.300-001N190041,Liquor Laws,41,MINOR SELLING INTOXICANT,
311.300-002N197541,Liquor Laws,41,MINOR SELL 3.2 BEER,
311.360-001N190041,Liquor Laws,41,MISREPRESENT LIQ BRAND,
311.191-001N199641,Liquor Laws,41,AUCTIONEER-NO SORCE WINE,
311.180-001N197541,Liquor Laws,41,MANUFACT/SELL LIQ W/O LIC,
311.220-001N193541,Liquor Laws,41,FAIL PAY CNTY/MUNI LIC FEE LESS THAN 1 1/2 TIMES THE STATE FEE,
311.240-001N193941,Liquor Laws,41,CONDUCT BUS W/O FED RECT,
311.480-001Y197541,Liquor Laws,41,PERMIT CONSU UNLIC PREM,
312.405-999N197541,Liquor Laws,41,MISREP AGE/NONINTOX BEER,
311.097-999N197541,Liquor Laws,41,POSSESS DRINK ON SUNDAY,
